ARRHUDAI [1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
PLCNMGME [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
BITDIFF [1, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3]
ATOURISM [1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
GCPC11F [1, 1, 1, 1, 1, 3, 3, 3, 3, 1, 3, 3, 3]
GCPC11G [3, 1, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
GCPC11D [1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
GCPC11E [1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
GCPC11B [1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
GCPC11C [1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
GCPC11A [1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3]
NORMA2 [3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
GCPC11J [1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 3, 3, 3]
GCPC11H [1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
GCPC11I [1, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
BYTESM2 [1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 3, 3, 3]
INTCOMB [1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
MCUR98 [1, 3, 1, 1, 3, 1, 3, 3, 3, 1, 3, 3, 3]
GAMECG [1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3]
IMPER [1, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
REALNO [1, 1, 1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3]
MTRIAREA [1, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
DCEPCA10 [1, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
Z124 [1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
GCDS [1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
PUCMM210 [1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 3, 3, 3]
NAJKRACI [1, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
ICERINK [3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
ARRPRM [1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
ROBOTGRI [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
GRAVEYRD [1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
TEAMNIM [1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
BMASTER [3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
MUL2COM [1, 1, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
ODDDIV [1, 1, 3, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3]
TABLE [1, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
BFONP [3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3]
DIV2 [1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 3, 3, 3]
CHOTU [1, 3, 1, 1, 3, 1, 3, 3, 3, 1, 3, 3, 3]
CDOWN [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
BOI7ESC [1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
XOINC [1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
SCCCER [1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
GOODA [1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
GOODB [1, 1, 3, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3]
GOODC [1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
GOODD [1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
GOODE [1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
DOMECIR [1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
GOODG [1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
GOODH [1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
FLOWGROW [1, 1, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
GCJ1C09B [1, 3, 1, 1, 1, 3, 3, 3, 3, 1, 3, 3, 3]
ACMAKER [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
RLM [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
HILO [1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
ORZ [1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
TREEORD [1, 3, 1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3]
RLE [1, 3, 1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3]
POSAO [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
BOILING [1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
SNOOKER [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
TORNJEVI [3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
SPP2 [1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
DCEPC803 [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
DCEPC804 [1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3]
DCEPC807 [1, 3, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
IOPC1206 [1, 3, 0, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3]
DOJO [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
VECTAR9 [1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
AVOIDSOS [1, 1, 0, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
CALLS [1, 3, 3, 1, 0, 3, 3, 3, 3, 3, 3, 3, 3]
IOPC1207 [1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
CHOCDIST [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
ECLIPSE [3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
BYU15W_2 [1, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3]
TETRAHRD [1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
RP [1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
ROMANRDS [1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
BUGLIFE [1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 3]
MNNITAR [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
DIVISER9 [1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
IOPC1200 [1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
CRZYSMKR [1, 3, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3]
POLY1 [1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
CHICAGO [1, 1, 1, 1, 1, 3, 3, 3, 3, 1, 3, 3, 3]
CRCLE_UI [1, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3]
ISRANK [1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
MOON1 [1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3]
MOON2 [1, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3]
TWINSNOW [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
HS09GAME [1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
ONP [1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 3, 3, 3]
DIFFDIAG [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
TRGRID [1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 3, 3, 3]
EOWAMRT [1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
WPC4F [1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 3, 3, 3]
WPC4C [1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
EQBOX [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
FAIRONOT [1, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
ANTP [1, 3, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3]
ANARC08A [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
KROW [1, 3, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
ANARC08C [1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
ANARC08B [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
MUSIC [1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
ANARC08D [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
ANARC08G [1, 1, 1, 1, 3, 3, 3, 3, 3, 1, 3, 3, 3]
ANARC08F [1, 1, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3]
ANARC08I [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
ANARC08H [1, 3, 1, 1, 1, 1, 3, 3, 3, 1, 3, 3, 3]
ANARC08J [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
CUBE [1, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3]
CURDPROD [1, 1, 1, 1, 3, 1, 3, 3, 3, 1, 3, 3, 3]
CHEFMAR [1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
NOVICE62 [1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3]
NOVICE63 [1, 3, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
NOVICE65 [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
PIBO2 [1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
INTSUB [1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
TSPAGAIN [3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
JZPLIT2 [1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
MARYBMW [1, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3]
FUNPROB [1, 3, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
PHONELST [1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 3, 3]
JANE [1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
ADAUNIQ [1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
GOALFR [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
DOJ1 [1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
DOJ2 [1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
CATHETEN [1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3]
AP2 [1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 3, 3, 3]
AP3 [1, 1, 1, 1, 1, 3, 3, 3, 3, 1, 3, 3, 3]
MCAMP [1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
SEGTREE [1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
BOOLE [1, 1, 3, 1, 0, 3, 3, 3, 3, 3, 3, 3, 3]
ASUMHARD [1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
MULTIPLY [1, 1, 3, 1, 0, 3, 3, 3, 3, 3, 3, 3, 3]
HEXGRAM [1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
PUTIN [1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
GIWED [1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
SAM [1, 1, 1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3]
FRNDCIRC [1, 1, 1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3]
PRO [1, 1, 1, 1, 1, 3, 3, 3, 0, 3, 3, 3, 3]
PYRSUM2 [1, 1, 3, 1, 0, 3, 3, 3, 3, 3, 3, 3, 3]
KSEQ [1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3]
HANGOVER [1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 3, 3, 3]
KNMOVE [1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
AMZSEQ [1, 1, 1, 1, 1, 3, 3, 3, 3, 1, 3, 3, 3]
SQFREE [1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
ACMT [1, 3, 1, 3, 3, 1, 3, 3, 3, 1, 3, 3, 3]
CIRCIRC [1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
AKBAR [1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
MSKYCODE [1, 1, 3, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3]
GREEDULM [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
ALICE [1, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3]
BDOI16A [1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
GCJ082A [1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
DCEPC11J [1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
DCEPC11I [1, 1, 1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3]
TUPLEDIV [1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
CRAYON [1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
DCEPC11C [1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
DCEPC11B [1, 3, 1, 1, 3, 1, 3, 3, 3, 1, 3, 3, 3]
DCEPC11F [1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
DCEPC11E [1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
MCOINS [1, 1, 1, 1, 1, 3, 3, 3, 3, 1, 3, 3, 3]
MSTRING [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
NAGAY [1, 1, 3, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3]
APS [1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 3, 3, 3]
CRAN02 [1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
VPL2_BE [1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
CRAN04 [1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
HHEMANT [1, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
ATOMS [1, 3, 1, 1, 3, 1, 3, 3, 3, 1, 3, 3, 3]
PROFF [1, 3, 1, 3, 3, 1, 3, 3, 3, 1, 3, 3, 3]
NSYSTEM [1, 1, 1, 1, 1, 3, 3, 3, 3, 1, 3, 3, 3]
COLORCAT [1, 1, 0, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3]
POLEVAL [1, 1, 1, 1, 1, 3, 3, 3, 3, 1, 3, 3, 3]
PFND [1, 1, 1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3]
INCSEQ [1, 3, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
CSTREET [1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 3, 3]
COINS [1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 3, 3]
CFPARTY [1, 1, 1, 1, 1, 3, 3, 3, 3, 1, 3, 3, 3]
SCYPHER [1, 1, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
SMARIO [1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
DESERT [1, 3, 0, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
MMINMAX [1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
BEGIN [1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
GLJIVE [1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 3, 3, 3]
PROFIT [1, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
TREEBA [1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
AROPE [1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
HANOI07 [1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
CFRAC [1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
KMEDIAL [1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
RANGZER2 [1, 3, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3]
CHEESE [1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
SUBS [1, 1, 1, 1, 1, 0, 3, 3, 3, 3, 3, 3, 3]
FTOUR2 [1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
MECGROUP [1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
TRANSP [1, 1, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
DRAGON2 [1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
TRANSL [1, 1, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
GRIDSUM1 [1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
DTPOLY [1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
TRANSJ [1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
VPL2_AC [1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3]
PEBBMOV [1, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
TILING [1, 1, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3]
GCJPURE [1, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3]
BONFIRE [1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
AFS [1, 3, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3]
PRJAN15C [1, 3, 1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3]
PRJAN15B [1, 1, 1, 1, 3, 1, 3, 3, 3, 1, 3, 3, 3]
PRJAN15E [1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
FN16ASGN [1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
PRJAN15F [1, 1, 1, 1, 3, 1, 3, 3, 3, 1, 3, 3, 3]
MOBILE [1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
EVENFRQ [1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
PCOPTRIP [1, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3]
GLASS [1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3]
CTFLAG [1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]
PR003004 [1, 3, 1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3]
DARKASLT [1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
